H_TENURE,GEREG,HEFAMINC,HH5TO18,HNUMFAM,H_NUMPER,H_YEAR,H_MONTH,HHINC,HWSVAL,HSEVAL,HEARNVAL,HFRVAL,HANNVAL,HCSPVAL,HDISVAL,HDIVVAL,HEDVAL,HFINVAL,HINTVAL,HOIVAL,HOTHVAL,HPAWVAL,HPENVAL,HRNTVAL,HSSIVAL,HSSVAL,HSURVAL,HUCVAL,HVETVAL,HWCVAL,HPROP_VAL
2,3,12,0,2,3,2020,3,21,52000,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,13,1,1,4,2020,3,24,55000,0,55000,0,0,0,0,0,0,0,4033,0,4033,0,0,0,0,0,0,0,0,0,125000
2,3,4,0,1,1,2020,3,9,0,0,0,0,0,0,21000,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,14,0,1,2,2020,3,34,84000,0,84000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,120000
1,3,11,0,1,1,2020,3,2,800,0,800,0,0,0,0,0,0,0,1521,0,3021,0,0,0,0,0,0,0,0,0,140000
1,3,7,0,1,1,2020,3,5,0,0,0,0,0,0,0,0,3000,0,10,0,11170,0,0,0,0,8160,0,0,0,0,100000
2,3,15,0,1,2,2020,3,21,0,0,0,0,11244,0,0,2143,0,0,3641,0,51137,0,8400,0,0,9709,0,0,0,0,0
1,3,14,1,1,3,2020,3,35,60000,2500,62500,0,0,0,0,1000,0,0,5000,0,22900,0,0,0,0,16900,0,0,0,0,149000
2,3,15,0,2,2,2020,3,41,125000,0,125000,0,0,0,0,500,0,0,1002,0,1502,0,0,0,0,0,0,0,0,0,0
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,15,1,1,5,2020,3,41,120000,0,120000,0,0,0,0,4511,6000,0,3143,0,13654,0,0,0,0,0,0,0,0,0,270000
1,3,7,0,1,1,2020,3,25,0,0,0,0,6000,0,0,100,0,0,15023,0,61343,0,5400,8000,0,26820,0,0,0,0,150000
1,3,12,0,1,2,2020,3,41,0,0,0,0,0,0,0,2000,0,0,103037,0,160849,0,16560,0,0,33252,0,0,0,0,220000
1,3,16,0,1,2,2020,3,41,0,0,0,0,0,0,0,0,0,0,0,0,510000,0,450000,39600,0,20400,0,0,0,0,300000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,6,1,1,2,2020,3,8,19500,0,19500,0,0,0,0,0,0,0,207,0,207,0,0,0,0,0,0,0,0,0,0
1,3,12,1,1,4,2020,3,23,55000,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
